AssessmentID,StudentID,SubjectID,TestName,MaxMarks,MarksObtained
T3187,S1297,CSE102,Model Exam,100,68
T3188,S1297,CSE104,Final Internal,100,68
T3189,S1298,CIVIL102,Internal 1,100,35
T3190,S1298,CIVIL102,Internal 2,100,35
T3191,S1298,CIVIL103,Model Exam,100,35
T3192,S1298,CIVIL105,Final Internal,100,35
T3193,S1299,ECE103,Internal 1,100,84
T3194,S1299,ECE104,Internal 2,100,84
T3195,S1299,ECE102,Model Exam,100,84
T3196,S1299,ECE101,Final Internal,100,84
T3197,S1300,CIVIL102,Internal 1,100,42
T3198,S1300,CIVIL103,Internal 2,100,42
T3199,S1300,CIVIL105,Model Exam,100,42
T3200,S1300,CIVIL104,Final Internal,100,42
T3201,S1301,CIVIL102,Internal 1,100,41
T3202,S1301,CIVIL102,Internal 2,100,40
T3203,S1301,CIVIL103,Model Exam,100,35
T3204,S1301,CIVIL105,Final Internal,100,35
T3205,S1302,CSE104,Internal 1,100,38
T3206,S1302,CSE103,Internal 2,100,35
T3207,S1302,CSE105,Model Exam,100,35
T3208,S1302,CSE101,Final Internal,100,35
T3209,S1303,ECE102,Internal 1,100,49
T3210,S1303,ECE105,Internal 2,100,48
T3211,S1303,ECE105,Model Exam,100,45
T3212,S1303,ECE102,Final Internal,100,43
T3213,S1304,CIVIL103,Internal 1,100,75
T3214,S1304,CIVIL102,Internal 2,100,75
T3215,S1304,CIVIL102,Model Exam,100,75
T3216,S1304,CIVIL101,Final Internal,100,75
T3217,S1305,MECH102,Internal 1,100,86
T3218,S1305,MECH105,Internal 2,100,86
T3219,S1305,MECH105,Model Exam,100,86
T3220,S1305,MECH101,Final Internal,100,86
T3221,S1306,MECH105,Internal 1,100,50
T3222,S1306,MECH104,Internal 2,100,49
T3223,S1306,MECH103,Model Exam,100,46
T3224,S1306,MECH101,Final Internal,100,43
T3225,S1307,CSE104,Internal 1,100,35
T3226,S1307,CSE104,Internal 2,100,35
T3227,S1307,CSE103,Model Exam,100,35
T3228,S1307,CSE102,Final Internal,100,35
T3229,S1308,EEE105,Internal 1,100,37
T3230,S1308,EEE101,Internal 2,100,35
T3231,S1308,EEE102,Model Exam,100,35
T3232,S1308,EEE105,Final Internal,100,35
T3233,S1309,EEE103,Internal 1,100,85
T3234,S1309,EEE105,Internal 2,100,85
T3235,S1309,EEE101,Model Exam,100,85
T3236,S1309,EEE101,Final Internal,100,85
T3237,S1310,EEE103,Internal 1,100,40
T3238,S1310,EEE102,Internal 2,100,39
T3239,S1310,EEE102,Model Exam,100,35
T3240,S1310,EEE103,Final Internal,100,35
T3241,S1311,CSE102,Internal 1,100,72
T3242,S1311,CSE103,Internal 2,100,72
T3243,S1311,CSE104,Model Exam,100,72
T3244,S1311,CSE101,Final Internal,100,72
T3245,S1312,EEE105,Internal 1,100,69
T3246,S1312,EEE103,Internal 2,100,69
T3247,S1312,EEE103,Model Exam,100,69
T3248,S1312,EEE105,Final Internal,100,69
T3249,S1313,ECE104,Internal 1,100,35
T3250,S1313,ECE103,Internal 2,100,35
T3251,S1313,ECE103,Model Exam,100,35
T3252,S1313,ECE101,Final Internal,100,35
T3253,S1314,CIVIL101,Internal 1,100,98
T3254,S1314,CIVIL103,Internal 2,100,98
T3255,S1314,CIVIL103,Model Exam,100,98
T3256,S1314,CIVIL105,Final Internal,100,98
T3257,S1315,CIVIL102,Internal 1,100,85
T3258,S1315,CIVIL104,Internal 2,100,85
T3259,S1315,CIVIL103,Model Exam,100,85
T3260,S1315,CIVIL104,Final Internal,100,85
T3261,S1316,CIVIL104,Internal 1,100,84
T3262,S1316,CIVIL105,Internal 2,100,84
T3263,S1316,CIVIL104,Model Exam,100,84
T3264,S1316,CIVIL102,Final Internal,100,84
T3265,S1317,MECH101,Internal 1,100,47
T3266,S1317,MECH102,Internal 2,100,44
T3267,S1317,MECH103,Model Exam,100,39
T3268,S1317,MECH101,Final Internal,100,37
T3269,S1318,EEE104,Internal 1,100,88
T3270,S1318,EEE101,Internal 2,100,88
T3271,S1318,EEE103,Model Exam,100,88
T3272,S1318,EEE101,Final Internal,100,88
T3273,S1319,CSE104,Internal 1,100,59
T3274,S1319,CSE105,Internal 2,100,59
T3275,S1319,CSE103,Model Exam,100,59
T3276,S1319,CSE103,Final Internal,100,59
T3277,S1320,MECH102,Internal 1,100,35
T3278,S1320,MECH102,Internal 2,100,35
T3279,S1320,MECH104,Model Exam,100,35
T3280,S1320,MECH102,Final Internal,100,35
T3281,S1321,MECH101,Internal 1,100,87
T3282,S1321,MECH101,Internal 2,100,87
T3283,S1321,MECH105,Model Exam,100,87
T3284,S1321,MECH104,Final Internal,100,87
T3285,S1322,CSE104,Internal 1,100,98
T3286,S1322,CSE101,Internal 2,100,98
T3287,S1322,CSE103,Model Exam,100,98
T3288,S1322,CSE101,Final Internal,100,98
T3289,S1323,CSE105,Internal 1,100,47
T3290,S1323,CSE101,Internal 2,100,45
T3291,S1323,CSE104,Model Exam,100,44
T3292,S1323,CSE105,Final Internal,100,42
T3293,S1324,EEE101,Internal 1,100,86
T3294,S1324,EEE104,Internal 2,100,86
T3295,S1324,EEE105,Model Exam,100,86
T3296,S1324,EEE103,Final Internal,100,86
T3297,S1325,EEE104,Internal 1,100,47
T3298,S1325,EEE104,Internal 2,100,46
T3299,S1325,EEE103,Model Exam,100,42
T3300,S1325,EEE104,Final Internal,100,39
T3301,S1326,MECH102,Internal 1,100,74
T3302,S1326,MECH102,Internal 2,100,74
T3303,S1326,MECH104,Model Exam,100,74
T3304,S1326,MECH102,Final Internal,100,74
T3305,S1327,CIVIL101,Internal 1,100,54
T3306,S1327,CIVIL102,Internal 2,100,53
T3307,S1327,CIVIL103,Model Exam,100,49
T3308,S1327,CIVIL104,Final Internal,100,47
T3309,S1328,EEE104,Internal 1,100,95
T3310,S1328,EEE102,Internal 2,100,95
T3311,S1328,EEE103,Model Exam,100,95
T3312,S1328,EEE101,Final Internal,100,95
T3313,S1329,CIVIL103,Internal 1,100,86
T3314,S1329,CIVIL102,Internal 2,100,86
T3315,S1329,CIVIL101,Model Exam,100,86
T3316,S1329,CIVIL103,Final Internal,100,86
T3317,S1330,CSE104,Internal 1,100,52
T3318,S1330,CSE102,Internal 2,100,47
T3319,S1330,CSE102,Model Exam,100,45
T3320,S1330,CSE101,Final Internal,100,44
T3321,S1331,ECE104,Internal 1,100,65
T3322,S1331,ECE101,Internal 2,100,65
T3323,S1331,ECE103,Model Exam,100,65
T3324,S1331,ECE103,Final Internal,100,65
T3325,S1332,ECE101,Internal 1,100,76
T3326,S1332,ECE101,Internal 2,100,76
T3327,S1332,ECE101,Model Exam,100,76
T3328,S1332,ECE105,Final Internal,100,76
T3329,S1333,EEE101,Internal 1,100,85
T3330,S1333,EEE104,Internal 2,100,85
T3331,S1333,EEE103,Model Exam,100,85
T3332,S1333,EEE101,Final Internal,100,85
T3333,S1334,ECE104,Internal 1,100,35
T3334,S1334,ECE101,Internal 2,100,35
T3335,S1334,ECE105,Model Exam,100,35
T3336,S1334,ECE101,Final Internal,100,35
T3337,S1335,CSE104,Internal 1,100,56
T3338,S1335,CSE104,Internal 2,100,51
T3339,S1335,CSE102,Model Exam,100,50
T3340,S1335,CSE103,Final Internal,100,46
T3341,S1336,MECH102,Internal 1,100,74
T3342,S1336,MECH105,Internal 2,100,74
T3343,S1336,MECH102,Model Exam,100,74
T3344,S1336,MECH103,Final Internal,100,74
T3345,S1337,CIVIL103,Internal 1,100,72
T3346,S1337,CIVIL101,Internal 2,100,72
T3347,S1337,CIVIL101,Model Exam,100,72
T3348,S1337,CIVIL103,Final Internal,100,72
T3349,S1338,CIVIL104,Internal 1,100,53
T3350,S1338,CIVIL105,Internal 2,100,52
T3351,S1338,CIVIL105,Model Exam,100,51
T3352,S1338,CIVIL102,Final Internal,100,48
T3353,S1339,MECH102,Internal 1,100,70
T3354,S1339,MECH104,Internal 2,100,70
T3355,S1339,MECH101,Model Exam,100,70
T3356,S1339,MECH105,Final Internal,100,70
T3357,S1340,CIVIL103,Internal 1,100,54
T3358,S1340,CIVIL101,Internal 2,100,53
T3359,S1340,CIVIL104,Model Exam,100,48
T3360,S1340,CIVIL103,Final Internal,100,47
T3361,S1341,CIVIL102,Internal 1,100,91
T3362,S1341,CIVIL104,Internal 2,100,91
T3363,S1341,CIVIL103,Model Exam,100,91
T3364,S1341,CIVIL103,Final Internal,100,91
T3365,S1342,CIVIL103,Internal 1,100,88
T3366,S1342,CIVIL104,Internal 2,100,88
T3367,S1342,CIVIL105,Model Exam,100,88
T3368,S1342,CIVIL101,Final Internal,100,88
T3369,S1343,CSE103,Internal 1,100,87
T3370,S1343,CSE105,Internal 2,100,87
T3371,S1343,CSE105,Model Exam,100,87
T3372,S1343,CSE102,Final Internal,100,87
T3373,S1344,CIVIL102,Internal 1,100,87
T3374,S1344,CIVIL104,Internal 2,100,87
T3375,S1344,CIVIL105,Model Exam,100,87
T3376,S1344,CIVIL102,Final Internal,100,87
T3377,S1345,EEE101,Internal 1,100,48
T3378,S1345,EEE101,Internal 2,100,47
T3379,S1345,EEE104,Model Exam,100,43
T3380,S1345,EEE105,Final Internal,100,41
T3381,S1346,ECE101,Internal 1,100,39
T3382,S1346,ECE102,Internal 2,100,38
T3383,S1346,ECE101,Model Exam,100,36
T3384,S1346,ECE103,Final Internal,100,35
T3385,S1347,CIVIL101,Internal 1,100,74
T3386,S1347,CIVIL103,Internal 2,100,74
T3387,S1347,CIVIL101,Model Exam,100,74
T3388,S1347,CIVIL101,Final Internal,100,74
T3389,S1348,CSE105,Internal 1,100,49
T3390,S1348,CSE104,Internal 2,100,44
T3391,S1348,CSE101,Model Exam,100,41
T3392,S1348,CSE105,Final Internal,100,36
T3393,S1349,ECE101,Internal 1,100,86
T3394,S1349,ECE101,Internal 2,100,86
T3395,S1349,ECE103,Model Exam,100,86
T3396,S1349,ECE105,Final Internal,100,86
T3397,S1350,MECH103,Internal 1,100,77
T3398,S1350,MECH103,Internal 2,100,77
T3399,S1350,MECH101,Model Exam,100,77
T3400,S1350,MECH102,Final Internal,100,77
T3401,S1351,EEE104,Internal 1,100,68
T3402,S1351,EEE105,Internal 2,100,68
T3403,S1351,EEE103,Model Exam,100,68
T3404,S1351,EEE103,Final Internal,100,68
T3405,S1352,ECE105,Internal 1,100,71
T3406,S1352,ECE101,Internal 2,100,71
T3407,S1352,ECE104,Model Exam,100,71
T3408,S1352,ECE104,Final Internal,100,71
T3409,S1353,CIVIL104,Internal 1,100,95
T3410,S1353,CIVIL104,Internal 2,100,95
T3411,S1353,CIVIL105,Model Exam,100,95
T3412,S1353,CIVIL104,Final Internal,100,95
T3413,S1354,CIVIL104,Internal 1,100,69
T3414,S1354,CIVIL101,Internal 2,100,69
T3415,S1354,CIVIL102,Model Exam,100,69
T3416,S1354,CIVIL105,Final Internal,100,69
T3417,S1355,MECH101,Internal 1,100,70
T3418,S1355,MECH104,Internal 2,100,70
T3419,S1355,MECH101,Model Exam,100,70
T3420,S1355,MECH102,Final Internal,100,70
T3421,S1356,ECE104,Internal 1,100,67
T3422,S1356,ECE105,Internal 2,100,67
T3423,S1356,ECE104,Model Exam,100,67
T3424,S1356,ECE103,Final Internal,100,67
T3425,S1357,EEE105,Internal 1,100,91
T3426,S1357,EEE102,Internal 2,100,91
T3427,S1357,EEE101,Model Exam,100,91
T3428,S1357,EEE102,Final Internal,100,91
T3429,S1358,ECE102,Internal 1,100,81
T3430,S1358,ECE102,Internal 2,100,81
T3431,S1358,ECE105,Model Exam,100,81
T3432,S1358,ECE102,Final Internal,100,81
T3433,S1359,CSE104,Internal 1,100,45
T3434,S1359,CSE105,Internal 2,100,44
T3435,S1359,CSE101,Model Exam,100,42
T3436,S1359,CSE104,Final Internal,100,38
T3437,S1360,ECE101,Internal 1,100,75
T3438,S1360,ECE105,Internal 2,100,75
T3439,S1360,ECE101,Model Exam,100,75
T3440,S1360,ECE102,Final Internal,100,75
T3441,S1361,EEE103,Internal 1,100,70
T3442,S1361,EEE105,Internal 2,100,70
T3443,S1361,EEE103,Model Exam,100,70
T3444,S1361,EEE104,Final Internal,100,70
T3445,S1362,CSE104,Internal 1,100,78
T3446,S1362,CSE101,Internal 2,100,78
T3447,S1362,CSE104,Model Exam,100,78
T3448,S1362,CSE103,Final Internal,100,78
T3449,S1363,ECE104,Internal 1,100,36
T3450,S1363,ECE101,Internal 2,100,35
T3451,S1363,ECE101,Model Exam,100,35
T3452,S1363,ECE103,Final Internal,100,35
T3453,S1364,MECH101,Internal 1,100,68
T3454,S1364,MECH101,Internal 2,100,68
T3455,S1364,MECH104,Model Exam,100,68
T3456,S1364,MECH102,Final Internal,100,68
T3457,S1365,CIVIL105,Internal 1,100,75
T3458,S1365,CIVIL102,Internal 2,100,75
T3459,S1365,CIVIL102,Model Exam,100,75
T3460,S1365,CIVIL104,Final Internal,100,75
T3461,S1366,EEE103,Internal 1,100,89
T3462,S1366,EEE105,Internal 2,100,89
T3463,S1366,EEE104,Model Exam,100,89
T3464,S1366,EEE105,Final Internal,100,89
T3465,S1367,CIVIL104,Internal 1,100,98
T3466,S1367,CIVIL104,Internal 2,100,98
T3467,S1367,CIVIL103,Model Exam,100,98
T3468,S1367,CIVIL103,Final Internal,100,98
T3469,S1368,EEE105,Internal 1,100,46
T3470,S1368,EEE101,Internal 2,100,46
T3471,S1368,EEE102,Model Exam,100,46
T3472,S1368,EEE102,Final Internal,100,46
T3473,S1369,EEE101,Internal 1,100,86
T3474,S1369,EEE101,Internal 2,100,86
T3475,S1369,EEE105,Model Exam,100,86
T3476,S1369,EEE105,Final Internal,100,86
T3477,S1370,ECE101,Internal 1,100,93
T3478,S1370,ECE105,Internal 2,100,93
T3479,S1370,ECE104,Model Exam,100,93
T3480,S1370,ECE102,Final Internal,100,93
T3481,S1371,CSE104,Internal 1,100,41
T3482,S1371,CSE102,Internal 2,100,41
T3483,S1371,CSE102,Model Exam,100,41
T3484,S1371,CSE105,Final Internal,100,41
T3485,S1372,CSE105,Internal 1,100,93
T3486,S1372,CSE104,Internal 2,100,93
T3487,S1372,CSE102,Model Exam,100,93
T3488,S1372,CSE101,Final Internal,100,93
T3489,S1373,ECE103,Internal 1,100,69
T3490,S1373,ECE104,Internal 2,100,69
T3491,S1373,ECE101,Model Exam,100,69
T3492,S1373,ECE105,Final Internal,100,69
T3493,S1374,EEE105,Internal 1,100,75
T3494,S1374,EEE105,Internal 2,100,75
T3495,S1374,EEE104,Model Exam,100,75
T3496,S1374,EEE105,Final Internal,100,75
T3497,S1375,ECE101,Internal 1,100,88
T3498,S1375,ECE105,Internal 2,100,88
T3499,S1375,ECE101,Model Exam,100,88
T3500,S1375,ECE104,Final Internal,100,88
T3501,S1376,MECH102,Internal 1,100,42
T3502,S1376,MECH102,Internal 2,100,42
T3503,S1376,MECH105,Model Exam,100,42
T3504,S1376,MECH104,Final Internal,100,42
T3505,S1377,ECE105,Internal 1,100,50
T3506,S1377,ECE102,Internal 2,100,45
T3507,S1377,ECE103,Model Exam,100,44
T3508,S1377,ECE102,Final Internal,100,43
T3509,S1378,EEE103,Internal 1,100,76
T3510,S1378,EEE105,Internal 2,100,76
T3511,S1378,EEE102,Model Exam,100,76
T3512,S1378,EEE104,Final Internal,100,76
T3513,S1379,CSE103,Internal 1,100,71
T3514,S1379,CSE101,Internal 2,100,71
T3515,S1379,CSE102,Model Exam,100,71
T3516,S1379,CSE103,Final Internal,100,71
T3517,S1380,ECE104,Internal 1,100,57
T3518,S1380,ECE105,Internal 2,100,52
T3519,S1380,ECE101,Model Exam,100,49
T3520,S1380,ECE104,Final Internal,100,46
T3521,S1381,ECE101,Internal 1,100,44
T3522,S1381,ECE105,Internal 2,100,40
T3523,S1381,ECE101,Model Exam,100,38
T3524,S1381,ECE103,Final Internal,100,35
T3525,S1382,CIVIL102,Internal 1,100,37
T3526,S1382,CIVIL105,Internal 2,100,35
T3527,S1382,CIVIL103,Model Exam,100,35
T3528,S1382,CIVIL101,Final Internal,100,35
T3529,S1383,CSE105,Internal 1,100,65
T3530,S1383,CSE104,Internal 2,100,65
T3531,S1383,CSE105,Model Exam,100,65
T3532,S1383,CSE102,Final Internal,100,65
T3533,S1384,ECE103,Internal 1,100,94
T3534,S1384,ECE102,Internal 2,100,94
T3535,S1384,ECE105,Model Exam,100,94
T3536,S1384,ECE103,Final Internal,100,94
T3537,S1385,CIVIL104,Internal 1,100,49
T3538,S1385,CIVIL103,Internal 2,100,44
T3539,S1385,CIVIL101,Model Exam,100,41
T3540,S1385,CIVIL101,Final Internal,100,38
T3541,S1386,ECE101,Internal 1,100,78
T3542,S1386,ECE105,Internal 2,100,78
T3543,S1386,ECE104,Model Exam,100,78
T3544,S1386,ECE105,Final Internal,100,78
T3545,S1387,EEE104,Internal 1,100,36
T3546,S1387,EEE105,Internal 2,100,35
T3547,S1387,EEE105,Model Exam,100,35
T3548,S1387,EEE103,Final Internal,100,35
T3549,S1388,EEE103,Internal 1,100,51
T3550,S1388,EEE102,Internal 2,100,49
T3551,S1388,EEE101,Model Exam,100,44
T3552,S1388,EEE105,Final Internal,100,43
T3553,S1389,EEE105,Internal 1,100,78
T3554,S1389,EEE105,Internal 2,100,78
T3555,S1389,EEE104,Model Exam,100,78
T3556,S1389,EEE104,Final Internal,100,78
T3557,S1390,CIVIL102,Internal 1,100,71
T3558,S1390,CIVIL101,Internal 2,100,71
T3559,S1390,CIVIL101,Model Exam,100,71
T3560,S1390,CIVIL101,Final Internal,100,71
T3561,S1391,CIVIL101,Internal 1,100,84
T3562,S1391,CIVIL104,Internal 2,100,84
T3563,S1391,CIVIL103,Model Exam,100,84
T3564,S1391,CIVIL102,Final Internal,100,84
T3565,S1392,ECE102,Internal 1,100,98
T3566,S1392,ECE101,Internal 2,100,98
T3567,S1392,ECE102,Model Exam,100,98
T3568,S1392,ECE104,Final Internal,100,98
T3569,S1393,EEE104,Internal 1,100,86
T3570,S1393,EEE102,Internal 2,100,86
T3571,S1393,EEE104,Model Exam,100,86
T3572,S1393,EEE102,Final Internal,100,86
T3573,S1394,MECH101,Internal 1,100,35
T3574,S1394,MECH105,Internal 2,100,35
T3575,S1394,MECH102,Model Exam,100,35
T3576,S1394,MECH102,Final Internal,100,35
T3577,S1395,EEE103,Internal 1,100,55
T3578,S1395,EEE104,Internal 2,100,51
T3579,S1395,EEE101,Model Exam,100,49
T3580,S1395,EEE102,Final Internal,100,48
T3581,S1396,CSE105,Internal 1,100,50
T3582,S1396,CSE105,Internal 2,100,45
T3583,S1396,CSE101,Model Exam,100,43
T3584,S1396,CSE104,Final Internal,100,42
T3585,S1397,CSE105,Internal 1,100,94
T3586,S1397,CSE102,Internal 2,100,94
T3587,S1397,CSE105,Model Exam,100,94
T3588,S1397,CSE103,Final Internal,100,94
T3589,S1398,MECH105,Internal 1,100,42
T3590,S1398,MECH104,Internal 2,100,38
T3591,S1398,MECH103,Model Exam,100,36
T3592,S1398,MECH105,Final Internal,100,35
T3593,S1399,CSE102,Internal 1,100,87
T3594,S1399,CSE104,Internal 2,100,87
T3595,S1399,CSE101,Model Exam,100,87
T3596,S1399,CSE102,Final Internal,100,87
T3597,S1400,ECE104,Internal 1,100,86
T3598,S1400,ECE103,Internal 2,100,86
T3599,S1400,ECE105,Model Exam,100,86
T3600,S1400,ECE105,Final Internal,100,86
T3601,S1401,ECE103,Internal 1,100,35
T3602,S1401,ECE105,Internal 2,100,35
T3603,S1401,ECE104,Model Exam,100,35
T3604,S1401,ECE101,Final Internal,100,35
T3605,S1402,ECE104,Internal 1,100,68
T3606,S1402,ECE104,Internal 2,100,68
T3607,S1402,ECE104,Model Exam,100,68
T3608,S1402,ECE102,Final Internal,100,68
T3609,S1403,CIVIL105,Internal 1,100,59
T3610,S1403,CIVIL105,Internal 2,100,56
T3611,S1403,CIVIL102,Model Exam,100,52
T3612,S1403,CIVIL101,Final Internal,100,50
T3613,S1404,CSE104,Internal 1,100,78
T3614,S1404,CSE103,Internal 2,100,78
T3615,S1404,CSE102,Model Exam,100,78
T3616,S1404,CSE104,Final Internal,100,78
T3617,S1405,ECE101,Internal 1,100,77
T3618,S1405,ECE105,Internal 2,100,77
T3619,S1405,ECE105,Model Exam,100,77
T3620,S1405,ECE105,Final Internal,100,77
T3621,S1406,CIVIL104,Internal 1,100,50
T3622,S1406,CIVIL104,Internal 2,100,48
T3623,S1406,CIVIL101,Model Exam,100,47
T3624,S1406,CIVIL105,Final Internal,100,42
T3625,S1407,CIVIL102,Internal 1,100,66
T3626,S1407,CIVIL103,Internal 2,100,66
T3627,S1407,CIVIL105,Model Exam,100,66
T3628,S1407,CIVIL104,Final Internal,100,66
T3629,S1408,CIVIL104,Internal 1,100,86
T3630,S1408,CIVIL102,Internal 2,100,86
T3631,S1408,CIVIL104,Model Exam,100,86
T3632,S1408,CIVIL102,Final Internal,100,86
T3633,S1409,CIVIL103,Internal 1,100,73
T3634,S1409,CIVIL105,Internal 2,100,73
T3635,S1409,CIVIL101,Model Exam,100,73
T3636,S1409,CIVIL102,Final Internal,100,73
T3637,S1410,CIVIL104,Internal 1,100,42
T3638,S1410,CIVIL101,Internal 2,100,41
T3639,S1410,CIVIL103,Model Exam,100,36
T3640,S1410,CIVIL105,Final Internal,100,35
T3641,S1411,CIVIL104,Internal 1,100,73
T3642,S1411,CIVIL101,Internal 2,100,73
T3643,S1411,CIVIL105,Model Exam,100,73
T3644,S1411,CIVIL105,Final Internal,100,73
T3645,S1412,EEE103,Internal 1,100,98
T3646,S1412,EEE102,Internal 2,100,98
T3647,S1412,EEE104,Model Exam,100,98
T3648,S1412,EEE101,Final Internal,100,98
T3649,S1413,ECE103,Internal 1,100,61
T3650,S1413,ECE105,Internal 2,100,61
T3651,S1413,ECE103,Model Exam,100,61
T3652,S1413,ECE105,Final Internal,100,61
T3653,S1414,CSE102,Internal 1,100,52
T3654,S1414,CSE104,Internal 2,100,51
T3655,S1414,CSE102,Model Exam,100,50
T3656,S1414,CSE103,Final Internal,100,48
T3657,S1415,MECH104,Internal 1,100,81
T3658,S1415,MECH102,Internal 2,100,81
T3659,S1415,MECH105,Model Exam,100,81
T3660,S1415,MECH105,Final Internal,100,81
T3661,S1416,CIVIL101,Internal 1,100,95
T3662,S1416,CIVIL102,Internal 2,100,95
T3663,S1416,CIVIL103,Model Exam,100,95
T3664,S1416,CIVIL104,Final Internal,100,95
T3665,S1417,EEE104,Internal 1,100,67
T3666,S1417,EEE101,Internal 2,100,67
T3667,S1417,EEE103,Model Exam,100,67
T3668,S1417,EEE102,Final Internal,100,67
T3669,S1418,ECE102,Internal 1,100,49
T3670,S1418,ECE101,Internal 2,100,48
T3671,S1418,ECE104,Model Exam,100,44
T3672,S1418,ECE102,Final Internal,100,40
T3673,S1419,CIVIL105,Internal 1,100,93
T3674,S1419,CIVIL103,Internal 2,100,93
T3675,S1419,CIVIL103,Model Exam,100,93
T3676,S1419,CIVIL105,Final Internal,100,93
T3677,S1420,ECE102,Internal 1,100,73
T3678,S1420,ECE102,Internal 2,100,73
T3679,S1420,ECE104,Model Exam,100,73
T3680,S1420,ECE101,Final Internal,100,73
T3681,S1421,CSE103,Internal 1,100,96
T3682,S1421,CSE103,Internal 2,100,96
T3683,S1421,CSE101,Model Exam,100,96
T3684,S1421,CSE104,Final Internal,100,96
T3685,S1422,EEE103,Internal 1,100,87
T3686,S1422,EEE102,Internal 2,100,87
T3687,S1422,EEE105,Model Exam,100,87
T3688,S1422,EEE104,Final Internal,100,87
T3689,S1423,MECH101,Internal 1,100,86
T3690,S1423,MECH101,Internal 2,100,86
T3691,S1423,MECH105,Model Exam,100,86
T3692,S1423,MECH101,Final Internal,100,86
T3693,S1424,CIVIL104,Internal 1,100,66
T3694,S1424,CIVIL101,Internal 2,100,66
T3695,S1424,CIVIL103,Model Exam,100,66
T3696,S1424,CIVIL105,Final Internal,100,66
T3697,S1425,EEE101,Internal 1,100,70
T3698,S1425,EEE103,Internal 2,100,70
T3699,S1425,EEE104,Model Exam,100,70
T3700,S1425,EEE103,Final Internal,100,70
T3701,S1426,ECE104,Internal 1,100,79
T3702,S1426,ECE105,Internal 2,100,79
T3703,S1426,ECE104,Model Exam,100,79
T3704,S1426,ECE105,Final Internal,100,79
T3705,S1427,CSE104,Internal 1,100,82
T3706,S1427,CSE104,Internal 2,100,82
T3707,S1427,CSE101,Model Exam,100,82
T3708,S1427,CSE103,Final Internal,100,82
T3709,S1428,EEE104,Internal 1,100,99
T3710,S1428,EEE102,Internal 2,100,99
T3711,S1428,EEE101,Model Exam,100,99
T3712,S1428,EEE101,Final Internal,100,99
T3713,S1429,CIVIL105,Internal 1,100,81
T3714,S1429,CIVIL105,Internal 2,100,81
T3715,S1429,CIVIL101,Model Exam,100,81
T3716,S1429,CIVIL102,Final Internal,100,81
T3717,S1430,EEE101,Internal 1,100,35
T3718,S1430,EEE102,Internal 2,100,35
T3719,S1430,EEE101,Model Exam,100,35
T3720,S1430,EEE102,Final Internal,100,35
T3721,S1431,CIVIL102,Internal 1,100,77
T3722,S1431,CIVIL104,Internal 2,100,77
T3723,S1431,CIVIL104,Model Exam,100,77
T3724,S1431,CIVIL104,Final Internal,100,77
T3725,S1432,ECE105,Internal 1,100,66
T3726,S1432,ECE104,Internal 2,100,66
T3727,S1432,ECE102,Model Exam,100,66
T3728,S1432,ECE104,Final Internal,100,66
T3729,S1433,ECE101,Internal 1,100,51
T3730,S1433,ECE101,Internal 2,100,48
T3731,S1433,ECE104,Model Exam,100,46
T3732,S1433,ECE103,Final Internal,100,41
T3733,S1434,CIVIL102,Internal 1,100,78
T3734,S1434,CIVIL102,Internal 2,100,78
T3735,S1434,CIVIL105,Model Exam,100,78
T3736,S1434,CIVIL105,Final Internal,100,78
T3737,S1435,ECE105,Internal 1,100,71
T3738,S1435,ECE105,Internal 2,100,71
T3739,S1435,ECE104,Model Exam,100,71
T3740,S1435,ECE105,Final Internal,100,71
T3741,S1436,ECE104,Internal 1,100,85
T3742,S1436,ECE105,Internal 2,100,85
T3743,S1436,ECE103,Model Exam,100,85
T3744,S1436,ECE101,Final Internal,100,85
T3745,S1437,CSE102,Internal 1,100,92
T3746,S1437,CSE101,Internal 2,100,92
T3747,S1437,CSE104,Model Exam,100,92
T3748,S1437,CSE105,Final Internal,100,92
T3749,S1438,CIVIL102,Internal 1,100,43
T3750,S1438,CIVIL102,Internal 2,100,43
T3751,S1438,CIVIL105,Model Exam,100,43
T3752,S1438,CIVIL105,Final Internal,100,43
T3753,S1439,CIVIL102,Internal 1,100,89
T3754,S1439,CIVIL103,Internal 2,100,89
T3755,S1439,CIVIL104,Model Exam,100,89
T3756,S1439,CIVIL102,Final Internal,100,89
T3757,S1440,CIVIL102,Internal 1,100,81
T3758,S1440,CIVIL103,Internal 2,100,81
T3759,S1440,CIVIL102,Model Exam,100,81
T3760,S1440,CIVIL105,Final Internal,100,81
T3761,S1441,CSE104,Internal 1,100,80
T3762,S1441,CSE105,Internal 2,100,80
T3763,S1441,CSE104,Model Exam,100,80
T3764,S1441,CSE103,Final Internal,100,80
T3765,S1442,MECH103,Internal 1,100,75
T3766,S1442,MECH103,Internal 2,100,75
T3767,S1442,MECH101,Model Exam,100,75
T3768,S1442,MECH102,Final Internal,100,75
T3769,S1443,EEE101,Internal 1,100,51
T3770,S1443,EEE103,Internal 2,100,51
T3771,S1443,EEE102,Model Exam,100,51
T3772,S1443,EEE105,Final Internal,100,51
T3773,S1444,EEE104,Internal 1,100,91
T3774,S1444,EEE104,Internal 2,100,91
T3775,S1444,EEE104,Model Exam,100,91
T3776,S1444,EEE103,Final Internal,100,91
T3777,S1445,CSE102,Internal 1,100,74
T3778,S1445,CSE103,Internal 2,100,74
T3779,S1445,CSE105,Model Exam,100,74
