FeeID,StudentID,Installment,DueDate,PaymentDate,Status
F4917,S1917,Sem 3,10-08-2025,05-08-2025,Paid
F4918,S1918,Sem 3,10-08-2025,05-08-2025,Paid
F4919,S1919,Sem 3,10-08-2025,14-08-2025,Paid
F4920,S1920,Sem 3,10-08-2025,,Pending
F4921,S1921,Sem 3,10-08-2025,,Pending
F4922,S1922,Sem 3,10-08-2025,,Pending
F4923,S1923,Sem 3,10-08-2025,07-08-2025,Paid
F4924,S1924,Sem 3,10-08-2025,09-08-2025,Paid
F4925,S1925,Sem 3,10-08-2025,09-08-2025,Paid
F4926,S1926,Sem 3,10-08-2025,08-08-2025,Paid
F4927,S1927,Sem 3,10-08-2025,05-08-2025,Paid
F4928,S1928,Sem 3,10-08-2025,07-08-2025,Paid
F4929,S1929,Sem 3,10-08-2025,,Pending
F4930,S1930,Sem 3,10-08-2025,09-08-2025,Paid
F4931,S1931,Sem 3,10-08-2025,05-08-2025,Paid
F4932,S1932,Sem 3,10-08-2025,07-08-2025,Paid
F4933,S1933,Sem 3,10-08-2025,08-08-2025,Paid
F4934,S1934,Sem 3,10-08-2025,,Pending
F4935,S1935,Sem 3,10-08-2025,,Pending
F4936,S1936,Sem 3,10-08-2025,,Pending
F4937,S1937,Sem 3,10-08-2025,08-08-2025,Paid
F4938,S1938,Sem 3,10-08-2025,07-08-2025,Paid
F4939,S1939,Sem 3,10-08-2025,,Pending
F4940,S1940,Sem 3,10-08-2025,06-08-2025,Paid
F4941,S1941,Sem 3,10-08-2025,09-08-2025,Paid
F4942,S1942,Sem 3,10-08-2025,19-08-2025,Paid
F4943,S1943,Sem 3,10-08-2025,13-08-2025,Paid
F4944,S1944,Sem 3,10-08-2025,22-08-2025,Paid
F4945,S1945,Sem 3,10-08-2025,,Pending
F4946,S1946,Sem 3,10-08-2025,06-08-2025,Paid
F4947,S1947,Sem 3,10-08-2025,09-08-2025,Paid
F4948,S1948,Sem 3,10-08-2025,06-08-2025,Paid
F4949,S1949,Sem 3,10-08-2025,07-08-2025,Paid
F4950,S1950,Sem 3,10-08-2025,09-08-2025,Paid
F4951,S1951,Sem 3,10-08-2025,09-08-2025,Paid
F4952,S1952,Sem 3,10-08-2025,06-08-2025,Paid
F4953,S1953,Sem 3,10-08-2025,06-08-2025,Paid
F4954,S1954,Sem 3,10-08-2025,16-08-2025,Paid
F4955,S1955,Sem 3,10-08-2025,18-08-2025,Paid
F4956,S1956,Sem 3,10-08-2025,07-08-2025,Paid
F4957,S1957,Sem 3,10-08-2025,06-08-2025,Paid
F4958,S1958,Sem 3,10-08-2025,07-08-2025,Paid
F4959,S1959,Sem 3,10-08-2025,07-08-2025,Paid
F4960,S1960,Sem 3,10-08-2025,07-08-2025,Paid
F4961,S1961,Sem 3,10-08-2025,15-08-2025,Paid
F4962,S1962,Sem 3,10-08-2025,09-08-2025,Paid
F4963,S1963,Sem 3,10-08-2025,,Pending
F4964,S1964,Sem 3,10-08-2025,24-08-2025,Paid
F4965,S1965,Sem 3,10-08-2025,08-08-2025,Paid
F4966,S1966,Sem 3,10-08-2025,08-08-2025,Paid
F4967,S1967,Sem 3,10-08-2025,12-08-2025,Paid
F4968,S1968,Sem 3,10-08-2025,08-08-2025,Paid
F4969,S1969,Sem 3,10-08-2025,06-08-2025,Paid
F4970,S1970,Sem 3,10-08-2025,07-08-2025,Paid
F4971,S1971,Sem 3,10-08-2025,07-08-2025,Paid
F4972,S1972,Sem 3,10-08-2025,06-08-2025,Paid
F4973,S1973,Sem 3,10-08-2025,07-08-2025,Paid
F4974,S1974,Sem 3,10-08-2025,,Pending
F4975,S1975,Sem 3,10-08-2025,09-08-2025,Paid
F4976,S1976,Sem 3,10-08-2025,,Pending
F4977,S1977,Sem 3,10-08-2025,,Pending
F4978,S1978,Sem 3,10-08-2025,08-08-2025,Paid
F4979,S1979,Sem 3,10-08-2025,06-08-2025,Paid
F4980,S1980,Sem 3,10-08-2025,09-08-2025,Paid
F4981,S1981,Sem 3,10-08-2025,05-08-2025,Paid
F4982,S1982,Sem 3,10-08-2025,07-08-2025,Paid
F4983,S1983,Sem 3,10-08-2025,,Pending
F4984,S1984,Sem 3,10-08-2025,18-08-2025,Paid
F4985,S1985,Sem 3,10-08-2025,,Pending
F4986,S1986,Sem 3,10-08-2025,09-08-2025,Paid
F4987,S1987,Sem 3,10-08-2025,,Pending
F4988,S1988,Sem 3,10-08-2025,20-08-2025,Paid
F4989,S1989,Sem 3,10-08-2025,,Pending
F4990,S1990,Sem 3,10-08-2025,,Pending
F4991,S1991,Sem 3,10-08-2025,08-08-2025,Paid
F4992,S1992,Sem 3,10-08-2025,09-08-2025,Paid
F4993,S1993,Sem 3,10-08-2025,07-08-2025,Paid
F4994,S1994,Sem 3,10-08-2025,05-08-2025,Paid
F4995,S1995,Sem 3,10-08-2025,08-08-2025,Paid
F4996,S1996,Sem 3,10-08-2025,,Pending
F4997,S1997,Sem 3,10-08-2025,05-08-2025,Paid
F4998,S1998,Sem 3,10-08-2025,08-08-2025,Paid
F4999,S1999,Sem 3,10-08-2025,08-08-2025,Paid
F5000,S2000,Sem 3,10-08-2025,05-08-2025,Paid
